,name,year,vote_average,page_url,image_url,genres,director,actors,description
837,Pokémon Chronicles,2006.0,7.8,https://www.tvmaze.com/shows/5726/pokemon-chronicles,https://static.tvmaze.com/uploads/images/original_untouched/258/645447.jpg,"Anime,Action&Adventure,Fantasy,Action",Unknown,"Toshiyuki Morikawa, Nobuyuki Hiyama, Mayumi Iizuka, Tomokazu Seki, Kenji Nojima","Pokémon Chronicles is a TV series comprised of the English-dubbed versions of a number of Pokémon TV specials. Many of the episodes are from the Weekly Pokémon Broadcasting Station show in Japan, but it also contained The Legend of Thunder! and shorts from the Pikachu's Winter Vacation series. The series, in each episode, basically focuses on the lives of the many of the recurring/main characters Ash Ketchum met on his journey, like Sakura, Misty, her sisters, Casey, and Tracey. Ash only makes two appearances in the series in brief cameos"
838,Pokémon Origins,2013.0,7.2,https://www.tvmaze.com/shows/5728/pokemon-origins,https://static.tvmaze.com/uploads/images/original_untouched/148/370639.jpg,"Anime,Action&Adventure,Fantasy,Action",Unknown,"Katsuji Mori, Takuya Eguchi, Junko Takeuchi","Pokémon Origins follows Red in his journey through the region of Kanto in his attempt to complete his ""Pokédex"" by capturing and cataloging all the Pokémon that exist. Along the way he'll discover there's more to himself and his goals than he originally thought. Red will have to put both himself and his Pokémon to the test in special Gyms whose leaders are steps along the way to the Pokémon League, in order to challenge the Elite Four and become a Pokémon League Champion.Aside from his goals to become a Champion, Red has other problems brewing. There are others who capture and train Pokémon for more sinister reasons, with the infamous criminal organization Team Rocket being one of them. If Red can defeat them, fellow trainers, his rival Green, and wild Pokémon all through Kanto, he just may fulfill his own dream, and Doctor Ookido's as well."
839,Saint Seiya Omega,2012.0,7.169693654266958,https://www.tvmaze.com/shows/5729/saint-seiya-omega,https://static.tvmaze.com/uploads/images/original_untouched/22/57181.jpg,"Anime,Action&Adventure,Science-Fiction,Action",Unknown,Unknown,"The storyline of Omega takes place in the future era, 25 years after the Holy Wars of the 20th century. The goddess Athena is still on Earth after reincarnating to cleanse it of the agent of evil as she has done during millennia, accompanied by her Saints, fulfilling her duty of protecting peace on Earth, after her victories over antagonistic deities. Athena and a new generation of Saints prepare to face a new menace that lurks in this new era."
840,Sekirei,2008.0,7.3,https://www.tvmaze.com/shows/5731/sekirei,https://static.tvmaze.com/uploads/images/original_untouched/527/1318220.jpg,"Anime,Comedy,Action",Unknown,"Shinnosuke Tachibana, Kana Hanazawa, Marina Inoue, Hitomi Nabatame, Yukana","Minato Sahashi is extremely intelligent, yet due to his inability to cope under pressure has failed the college entrance exam twice. As a result he has been branded an idiot and loser by many. One day after talking to his yet again disappointed mother he comes into contact with a girl named Musubi who was under attack. The girl runs but takes him with her and soon finds that Minato, while unknown to him, is an Ashikabi, one of the mysterious set of masters that have the genetic trait that can become partners with some of the 108 cute girls, buxom women, and bishōnen called ""Sekirei."" The reason for the partnership allows the Sekirei to use all their power to win in the competition held by the mysterious MBI corporation."
841,Blackout,2012.0,7.169693654266958,https://www.tvmaze.com/shows/5739/blackout,https://static.tvmaze.com/uploads/images/original_untouched/22/57293.jpg,"Drama,Thriller,Action",Unknown,"Christopher Eccleston, MyAnna Buring, Ewen Bremner, Dervla Kirwan, Andrew Scott",Three-part drama about a corrupt council official who wakes from an alcoholic blackout to realise that he may have been responsible for a murder.
842,Eve of Destruction,2013.0,7.169693654266958,https://www.tvmaze.com/shows/5743/eve-of-destruction,https://static.tvmaze.com/uploads/images/original_untouched/22/57306.jpg,"Drama,Science-Fiction,Action",Unknown,"Steven Weber, Christina Cox, Aleks Paunovic, Leah Gibson, Colin Lawrence","A group of scientists try to discover the secret to unlimited energy. When their work is hijacked, a black hole is opened which could endanger the lives of everyone on the planet."
843,Jesse Stone,2005.0,8.1,https://www.tvmaze.com/shows/5745/jesse-stone,https://static.tvmaze.com/uploads/images/original_untouched/22/57308.jpg,"Crime,Drama,Action",Unknown,"Tom Selleck, Polly Shannon, Stephen McHattie, Mimi Rogers, Viola Davis",This series portrays Jesse Stone in a series of television movies as a former L.A. homicide detective who left behind the big city and an ex-wife to become the police chief of the quiet New England fishing town of Paradise. Stone's old habits die hard as he continues to indulge his two favorite things—scotch and women.
844,Ring of Fire,2012.0,7.169693654266958,https://www.tvmaze.com/shows/5746/ring-of-fire,https://static.tvmaze.com/uploads/images/original_untouched/148/370636.jpg,"Drama,Science-Fiction,Action",Unknown,"Michael Vartan, Terry O'Quinn, Adam Greydon Reid, Brendan Fletcher, Brian Markinson","The Earth rocks in Ring of Fire, a terrifying end-of-the-world scenario. When an oil rig causes an eruption in a small town, it's just the first in a series that could affect the dangerous Ring of Fire that contains most of the world's volcanoes. If these cataclysmic eruptions cannot be stopped, the Earth could be headed for an extinction level event. "
845,Hero Corp,2008.0,7.169693654266958,https://www.tvmaze.com/shows/5752/hero-corp,https://static.tvmaze.com/uploads/images/original_untouched/22/57362.jpg,"Drama,Fantasy,Action",Unknown,"Simon Astier, Alban Lenoir, Maurice Lamy, Gérard Darier, Sébastien Lalanne","Following a war which took place in the 1980s, it was decided to create an organization to include all the superheroes to maintain world peace: the Hero Corp agency. The agency has several secret sites all over the planet. In the department of Lozère, the retired, the fired, those resigning and the unmasked. Cut off from the rest of the world they have a quiet and peaceful life. But twenty years later this peaceful existence is destroyed when thesupervillain 'The Lord' reappears!"
846,Shooting USA's Impossible Shots,2013.0,7.169693654266958,https://www.tvmaze.com/shows/5760/shooting-usas-impossible-shots,https://cdn-user30887.skyeng.ru/uploads/67699855aef14490296321.webp,"Drama,Action",Unknown,Mike Irvine,"The series is a spin-off of the very popular segment, that has been airing for the past 15 years, as an element of the shows hosted by Mike Irvine. Now Shooting USA's Impossible Shots becomes a complete show, providing a half-hour of entertainment and amazement, as the world's best professional Exhibition Shooters demonstrate their skill performing shots that would be impossible for any one else to accomplish."
847,Spencer's Pilots,1976.0,7.169693654266958,https://www.tvmaze.com/shows/5769/spencers-pilots,https://static.tvmaze.com/uploads/images/original_untouched/23/57526.jpg,"Drama,Action&Adventure,Action",Unknown,"Britt Leach, Margie Impert, Gene Evans, Todd Susman, Christopher Stone","Drama depicting the adventures of charter pilots, who fight forest fires, fly medical emergency cases, handle special police assignments and act as flight instructors."
848,Headhunters TV,2011.0,7.169693654266958,https://www.tvmaze.com/shows/5779/headhunters-tv,https://static.tvmaze.com/uploads/images/original_untouched/23/57683.jpg,"Action&Adventure,Action,Nature",Unknown,"Randy Birdsong, Nate Hosie, Stephen Phillips, Jon Skidmore","Individually, they are pieces of a puzzle. Often times muddy and unshaven, necks red from the work they perform under a scorching sun, faces burnt from western winds, hands raw from piercing cold. They are as different as any two individuals you'll ever meet, with one very important exception... To tell the story, our story, they'll travel further, work longer, and sacrifice more, all the while burning their memories to 1080i, high definition media. You will never look at outdoor television the same way again after watching Headhunters TV."
849,Whitetail Freaks,2008.0,7.169693654266958,https://www.tvmaze.com/shows/5780/whitetail-freaks,https://cdn-user30887.skyeng.ru/uploads/67699855aef14490296321.webp,"Action&Adventure,Action,Nature",Unknown,"Kandi Kisky, Don Kisky","Whitetail Freaks follows the adventures of a motley crew of hardcore, hard-working whitetail hunters as they spend countless hours in search of mega bucks and memorable hunts with family and friends. Created and hosted by renown whitetail authorities and fan favorite television personalities Don &amp; Kandi Kisky, ""Whitetail Freaks"" highlights every aspect of successful whitetail management and top-notch trophy hunting - from food plot planting to hanging treestands to tracking pre-season big buck movement to the selective harvesting of only the biggest, most mature whitetails. A group of dedicated whitetail fanatics capture the true meaning of mega-buck hunting. These hardcore hunters are average, ""blue collar Joes"" with real jobs and real families – and they all share the same passion: the study, management and harvesting of mature, trophy whitetails.The ""Whitetail Freaks"" reward is measured by more than just antler length; every ounce of sweat equity they invest in their passion represents another part of the story – another chapter in the ""Whitetail Freaks"" saga. There's always work to be done in the whitetail woods, and the ""Freaks"" are the first ones in the stand and the last ones out. When they roll up their sleeves and get to work, viewers can expect the most comprehensive, entertaining mix of heart-thumping big buck action and educational wildlife management tips and techniques. In Freak County it's 100% pure venison, zero fat all the time. Tune in each week as Don &amp; Kandi Kisky along with a crew of other whitetail addicts offer a year long look into what it means to be branded a ""Whitetail Freak""."
850,Beyond the Hunt,2008.0,7.169693654266958,https://www.tvmaze.com/shows/5783/beyond-the-hunt,https://static.tvmaze.com/uploads/images/original_untouched/23/57712.jpg,"Action&Adventure,Action,Nature",Unknown,"Julie Kreuter, Rick Kreuter","Beyond the Hunt... where it's not just the harvest that makes a hunt memorable! From unique profiles to their own personal adventures, join Rick and Julie Kreuter as they spotlight ""the experience!"""
851,Realtree Road Trips with Michael Waddell,2012.0,7.169693654266958,https://www.tvmaze.com/shows/5785/realtree-road-trips-with-michael-waddell,https://static.tvmaze.com/uploads/images/original_untouched/23/57727.jpg,"Action&Adventure,Action,Nature",Unknown,"Michael Waddell, Travis ""T-Bone"" Turner, Nick Mundt","If only one person could be chosen as the face of the modern hunting industry, that person would likely be Michael Waddell. A veritable superstar in the outdoor world, Michael Waddell combines his hunting expertise with his easy-going personality and entertains fans of all ages across the country and oh his show Realtree Road Trips with Michael Waddell."
852,Bow Madness,2008.0,7.169693654266958,https://www.tvmaze.com/shows/5786/bow-madness,https://static.tvmaze.com/uploads/images/original_untouched/23/57732.jpg,"Action&Adventure,Action,Nature",Unknown,"Mark Drury, Terry Drury","With a group that looks like this...you better be good at something! Just so happens their talent is wreaking havoc with their PSE's in tow! Follow along as our cast of castaways triumphs through the hills of Argentina to the sands of Arizona! With a season full of big game hunts all across North America this might be our best season to date for harvesting animals high on the hit list! From Moose to Mule Deer, Bear to Bugling Bull Elk and everything in between, Bow Madness Season 7 shows just what the ""EVO""lution of the hunter's ""DNA"" is all about! Grab your PSE, sharpen your RAGE Extreme's and hold on for a fast and furious ride....Bow Madness style!"
853,Gladiators,1992.0,7.169693654266958,https://www.tvmaze.com/shows/5796/gladiators,https://static.tvmaze.com/uploads/images/original_untouched/23/57829.jpg,"Sports,Action",Unknown,"Sharron Davies, Eunice Huthart, Bernadette Hunt, Kimbra Standish, Tammy Baker","Members of the public are pitted against superfit Gladiators in trials of strength, speed and stamina."
854,Bear's Wild Weekend with...,2011.0,7.169693654266958,https://www.tvmaze.com/shows/5808/bears-wild-weekend-with,https://static.tvmaze.com/uploads/images/original_untouched/23/57856.jpg,"Action&Adventure,Action",Unknown,Bear Grylls,Bear Grylls takes celebrities on exhilarating adventures well outside their comfort zones.
855,Transformers: Prime,2010.0,6.7,https://www.tvmaze.com/shows/5823/transformers-prime,https://static.tvmaze.com/uploads/images/original_untouched/397/994964.jpg,"Action&Adventure,Action",Unknown,"Sumalee Montano, Josh Keaton, Frank Welker, Andy Pessoa, Ernie Hudson","Set in the timeframe after the novels and video games preceding the television series (also known as the Aligned Continuity), Prime began with a five-part mini-series titled ""Darkness Rising"", which served to introduce the main characters and provide a back story on the Transformers and their war."
856,Eyewitness War,2013.0,7.169693654266958,https://www.tvmaze.com/shows/5839/eyewitness-war,https://static.tvmaze.com/uploads/images/original_untouched/342/856036.jpg,"Drama,War&Politics,Action",Unknown,Unknown,"Eyewitness War follows the men and women of the armed forces through the chaos of battle with real-life, first-person footage. We'll see them ready to face whatever hell awaits around every corner — from screeching bullets to IEDs to rockets. See the dangerous missions and perils of war through the eyes of our brave American service members — as the fighting is happening. Unfiltered, raw and intense, you'll hear their shouts and see their comrades' every move, in first person."
857,Mannix,1967.0,7.5,https://www.tvmaze.com/shows/5841/mannix,https://static.tvmaze.com/uploads/images/original_untouched/23/58072.jpg,"Crime,Drama,Action",Unknown,"Mike Connors, Gail Fisher, Joseph Campanella","Originally, Joe Mannix worked for a large Los Angeles detective agency called Intertect, featuring the use of computers to help solve crimes. A regular guy, he rebelled against the Big Brother atmosphere at Intertect and struck out on his own, setting up his own agency."
858,Rocky Mountain Bounty Hunters,2014.0,7.169693654266958,https://www.tvmaze.com/shows/5852/rocky-mountain-bounty-hunters,https://static.tvmaze.com/uploads/images/original_untouched/342/856347.jpg,"Crime,Action,Nature",Unknown,Unknown,"The Rocky Mountains, scattered with more than 3,000 miles of dense forests and rocky peaks, create the perfect hideaway for fugitives on the run from the law. In Animal Planet's new six-part series, Rocky Mountain Bounty Hunters, two teams of elite fugitive retrieval agents are in hot pursuit of armed and unpredictable delinquents who've skipped bail, preferring the treacherous mountainous terrain to facing justice behind bars."
859,Muhteşem Yüzyıl,2011.0,7.169693654266958,https://www.tvmaze.com/shows/5858/muhtesem-yuzyil,https://static.tvmaze.com/uploads/images/original_untouched/23/58121.jpg,"Drama,History,Action",Unknown,"Pamir Pekin, Serenay Aktaş, Sermet Yeşil, Burcu Özberk, Halit Ergenç","From 1520, follows Suleiman the Magnificent and his relatives from his great conquests to the ""Battle of Szigeth""."
860,Witch Craft Works,2014.0,7.169693654266958,https://www.tvmaze.com/shows/5880/witch-craft-works,https://static.tvmaze.com/uploads/images/original_untouched/23/58275.jpg,"Anime,Comedy,Fantasy,Action",Unknown,"Asami Seto, Yusuke Kobayashi, Ai Kayano, Shiori Izawa, Rie Kugimiya","Takamiya Honoka is a regular student whose only problem seems to be that he sits next to Kagari Ayaka, the school's #1 beauty. They have never spoken to each other before and any small interaction between them immediately results in her fanclub beating him. Yet when a falling part of the school's building is about to send him to the afterlife, it's Kagari that comes to his rescue. Only... she's dressed as a witch, carrying him in her arms and floating on a broom?! Kagari tells him it is her mission to protect him and that now she can finally protect him openly rather than undercover."
861,Yu-Gi-Oh ! Arc-V,2014.0,7.169693654266958,https://www.tvmaze.com/shows/5882/yu-gi-oh-arc-v,https://static.tvmaze.com/uploads/images/original_untouched/66/166076.jpg,"Anime,Action&Adventure,Fantasy,Action",Unknown,"Yoshimasa Hosoya, Yuuna Inamura, Kensho Ono","Yu-Gi-Oh! ARC-V centers around Yuya Sakaki, as he tries to escape from harsh reality by smiling. But one Duel leads him to make a determination to confront the difficulties and he will get the power of infinite possibilities. The show's main theme is ""Take a step forward with courage!!"""
862,Blade & Soul,2014.0,6.8,https://www.tvmaze.com/shows/5893/blade-soul,https://static.tvmaze.com/uploads/images/original_untouched/23/58348.jpg,"Anime,Action&Adventure,Action",Unknown,"Yuki Takao, Ayahi Takagaki, Sora Amamiya, Aoi Yūki, Rikiya Koyama","Alka is an assassin for the Clan of the Sword. She's on a journey to find the woman Jin Valel, who killed her master Honithout feeling—not unlike how Alka has learned to kill in her work as an assassin. On her journey, Alka encounters three strange women, each a great warrior in her own right and grapples with her slain master's wish that she leaves the life of an assassin behind."
863,Seiken Tsukai no World Break,2015.0,7.169693654266958,https://www.tvmaze.com/shows/5894/seiken-tsukai-no-world-break,https://static.tvmaze.com/uploads/images/original_untouched/23/58355.jpg,"Anime,Romance,Fantasy,Action",Unknown,Unknown,"Written by Akamitsu Awamura, the series takes place in a private high school involving the concept of ""saviors."" They are known as people who possess awakened memories of their past lives. The story tells of a young boy named Moroha Haimura who comes to this private school.At the school, there are two types of people: Saviors, who fight enemies with weapons and techniques gleaned from the Puraana powers from their own bodies, and Kuroma, who wipe out enemies with magic to manipulate the Maana powers that surpass physics. Moroha Haimura is the first person with past lives of both Saviors and Kuroma."
864,Aoi Sekai no Chuushin de,2012.0,7.169693654266958,https://www.tvmaze.com/shows/5895/aoi-sekai-no-chuushin-de,https://static.tvmaze.com/uploads/images/original_untouched/23/58359.jpg,"Anime,War&Politics,Action",Unknown,"Nobuhiko Okamoto, Suzuko Mimori, Izumi Kitta, Hiro Shimono, Takehito Koyasu","A re-imagining of the console wars, the series tells the story of two kingdoms, the Segua Kingdom and Ninteldo Empire, locked in a struggle for dominance over the land of Consume. After years of war, the Segua Kingdom is on the defensive until a kid named Gear appears boasting of his incredible speed."
865,Ao no Exorcist,2011.0,7.7,https://www.tvmaze.com/shows/5896/ao-no-exorcist,https://static.tvmaze.com/uploads/images/original_untouched/93/233005.jpg,"Anime,Comedy,Action",Unknown,"Nobuhiko Okamoto, Jun Fukuyama, Kazuya Nakai, Kana Hanazawa, Hiroshi Kamiya","Humans and demons are two sides of the same coin, as are Assiah and Gehenna, their respective worlds. The only way to travel between the realms is by the means of possession, like in ghost stories. However, Satan, the ruler of Gehenna, cannot find a suitable host to possess and therefore, remains imprisoned in his world. In a desperate attempt to conquer Assiah, he sends his son instead, intending for him to eventually grow into a vessel capable of possession by the demon king.Ao no Exorcist follows Rin Okumura who appears to be an ordinary, somewhat troublesome teenager—that is until one day he is ambushed by demons. His world turns upside down when he discovers that he is in fact the very son of Satan and that his demon father wishes for him to return so they can conquer Assiah together. Not wanting to join the king of Gehenna, Rin decides to begin training to become an exorcist so that he can fight to defend Assiah alongside his brother Yukio."
866,Vividred Operation,2013.0,7.169693654266958,https://www.tvmaze.com/shows/5898/vividred-operation,https://static.tvmaze.com/uploads/images/original_untouched/23/58373.jpg,"Anime,Science-Fiction,Action",Unknown,"Asuka Ōgame, Ayane Sakura, Rie Murakawa, Yuka Ōtsubo, Aya Uchida","The story is set in a futuristic and peaceful world made possible thanks to the invention of the ""Expression Engine"", which solved an energy crisis five years prior. When a strange alien force threatens the world, a young girl named Akane Isshiki takes up a battle suit and takes the threat on."
867,Wolf's Rain,2003.0,7.4,https://www.tvmaze.com/shows/5899/wolfs-rain,https://static.tvmaze.com/uploads/images/original_untouched/23/58374.jpg,"Anime,Fantasy,Action,Science-Fiction",Unknown,"Akio Suya, Arisa Ogasawara, Crispin Freeman, Hiroki Shimowada, Jessica Straus","The world is slowly dying... In a post-apocalyptic future where humans live in large domed cities surrounded by wasteland, wolves are believed to have been extinct for 200 years. But some wolves still remain. These wolves live by disguising themselves as humans to survive. Wolf's Rain is the story of four wolves, Kiba, Tsume, Hige and Toboe, who will follow the scent of the lunar flower on a quest to find paradise."
868,Zetman,2012.0,6.7,https://www.tvmaze.com/shows/5902/zetman,https://static.tvmaze.com/uploads/images/original_untouched/23/58397.jpg,"Anime,Horror,Action",Unknown,"Daisuke Namikawa, Mamoru Miyano, Mariya Ise, Kana Hanazawa","Jin is a young boy living with his grandfather in a shed. They live a peaceful life although they don't have any money, but that quickly changes when a monster goes around killing everyone around it one day, a day that will change Jin's life forever."
869,Transformers: Rescue Bots,2011.0,6.2,https://www.tvmaze.com/shows/5907/transformers-rescue-bots,https://static.tvmaze.com/uploads/images/original_untouched/23/58408.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,"Steve Blum, Elan Garfias, Jason Marsden, Lacey Chabert, Maurice LaMarche","A group of Autobots, too young to protect humanity alongside Optimus Prime and his team, are partnered with a close-knit human family of first responders."
871,Supercar,1961.0,7.3,https://www.tvmaze.com/shows/5915/supercar,https://static.tvmaze.com/uploads/images/original_untouched/250/627092.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,Unknown,"""Supercar"" was a prototype vehicle that could travel in the air, on land or beneath the sea. Its test pilot was Mike Mercury, who traveled the world in search of adventure. Supercar was designed by Professor Popkiss and Dr. Beaker, who continued to modify it for specific missions. Often traveling with Mike was 10-year-old orphan Jimmy Gibson."
872,Fireball XL5,1962.0,6.5,https://www.tvmaze.com/shows/5916/fireball-xl5,https://static.tvmaze.com/uploads/images/original_untouched/250/627094.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,Unknown,"Set one hundred years into the future (2063) XL5 patrolled and protected sector 25 of the solar system on behalf of World Space Patrol, run by Commander (Wilbur) Zero, who was based at WSP headquarters on Earth's Space City..."
873,Stingray,1964.0,5.8,https://www.tvmaze.com/shows/5917/stingray,https://static.tvmaze.com/uploads/images/original_untouched/250/627102.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,"Robert Easton, Ray Barrett, Lois Maxwell, Don Mason","""Stand by for Action! We're about to launch Stingray! Anything can happen within the next half hour!"" Set in the year 2064, Stingray is about the World Aquanaut Security Patrol (WASP) who patrol the world's oceans, helping and defeating underwater races. The pride of WASP is the revolutionary submarine Stingray, which is controlled by Captain Troy Tempest and Lieutenant George Lee Sheridan, better known as ""Phones""."
874,Joe 90,1968.0,7.2,https://www.tvmaze.com/shows/5918/joe-90,https://static.tvmaze.com/uploads/images/original_untouched/23/58450.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,Unknown,"Joe McClaine is a 9-year-old boy whose adoptive father has developed a method of transferring specialist ""brain patterns"", and hence skills, into his son's mind. As a result, Joe is able to become a test pilot, brain surgeon, etc, as needed. Combined with his innocent appearance, he becomes an agent for the World Intelligence."
875,UFO,1970.0,7.2,https://www.tvmaze.com/shows/5919/ufo,https://static.tvmaze.com/uploads/images/original_untouched/23/58452.jpg,"Science-Fiction,Action",Unknown,"Ed Bishop, George Sewell, Gabrielle Drake, Michael Billington, Wanda Ventham","Around 1970, the British and American governments receive incontrovertible evidence that aliens exist and are abducting humans. In cooperation with the United Nations, they set up a secret worldwide organization, SHADO (Supreme Headquarters Alien Defence Organisation), which operates in the 1980s. With resources and equipment under the seas, in the air, on land, in orbit and on the Moon, SHADO's purpose is to stop the alien incursions and find out why the aliens want humans."
876,Space: 1999,1975.0,7.6,https://www.tvmaze.com/shows/5920/space-1999,https://static.tvmaze.com/uploads/images/original_untouched/23/58465.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,"Martin Landau, Barbara Bain, Nick Tate, Zienia Merton, Barry Morse","It's 1999 and Moonbase Alpha has been built on the Moon to safeguard the nuclear waste shipped from Earth. On September 13, 1999, disaster strikes and the nuclear waste explodes, causing a chain reaction that hurls the Moon out of Earth's orbit and into deep space."
877,Outback Truckers,2012.0,7.2,https://www.tvmaze.com/shows/5925/outback-truckers,https://static.tvmaze.com/uploads/images/original_untouched/236/591906.jpg,"Action&Adventure,Action",Unknown,"Luke Hewitt, Steve Grahame, Paul 'Sludge' Andrews, Danyelle Haigh, Anthony Haigh","They drive the biggest trucks on earth along the toughest roads and loneliest highways in the world. They are Australia's Outback Truckers, men and women in monster rigs, on marathon runs, through some of the most inhospitable terrain on the planet. Out here only one thing matters, getting there and back alive!"
878,Robot Combat League,2013.0,7.169693654266958,https://www.tvmaze.com/shows/5936/robot-combat-league,https://static.tvmaze.com/uploads/images/original_untouched/23/58539.jpg,"Family,Action",Unknown,Chris Jericho,"The fusion of a human's fighting spirit with a powerful robotic machine built for destruction has become a reality. This extraordinary series features twelve teams consisting of a fighter (a ""robo-jockey"") and a robotics engineer (a ""robo-tech"") from myriad backgrounds including a race car driver, an Olympic athlete, a National Guard helicopter pilot along with a mix of professional fighters and software engineers. Each team is paired with its own unique robot and will fight in a first-of-its kind competition using a high-tech exo-suit that translates their movements to their robot. Each fight consists of three rounds of intense action, with the winning team advancing in the competition."
879,The Quest,2014.0,5.8,https://www.tvmaze.com/shows/5944/the-quest,https://static.tvmaze.com/uploads/images/original_untouched/148/370646.jpg,"Action&Adventure,Fantasy,Action",Unknown,"Jan Hutter, Peter Windhofer, Suzanne Gschwendtner, Marcello de Nardo, Mai Duong Kiue","Great fantasy is filled with adventure, challenges, discovery, fish out of water and good vs. evil — turns out, another modern genre shares these exact same traits. Announcing The Quest, a reality show that literally takes contestants and audiences to an amazing, imaginative realm, where the ogres are advancing in the woods, the dragons are stirring, agents of a dark lord are infiltrating the keep, and the only thing that stands between peace and chaos are 12 very unlikely heroes. From the producers of The Lord of the Rings trilogy, paired with the producers of The Amazing Race, The Quest is a fully immersive experience. In and around this castle, our fantasy realm comes to life with state-of-the art projections, animatronics, prosthetics, real-time motion capture and art direction. The narrative and mythology of The Quest is deep and fully imagined, and it was designed to incorporate seamlessly with the unexpected actions and decisions of our contestants – fantasy comes alive as it never has before in this genre-bending series."
880,Static Shock,2000.0,7.8,https://www.tvmaze.com/shows/5950/static-shock,https://static.tvmaze.com/uploads/images/original_untouched/23/58623.jpg,"Action&Adventure,Action",Unknown,"Phil LaMarr, Jason Marsden, Kevin Michael Richardson, Michele Morgan, Maria Canals-Barrera","Quick-witted Virgil Hawkins finds himself imbued with electromagnetic superpowers after being exposed to a mutagenic gas and takes on the guise of Static, an urban hero of his own creation. He confronts real problems and issues faced by today's kids, such as peer pressure, gangs and growing up in an ethnically diverse urban neighborhood. Learning to control his powers, figuring out how to patrol the skies at night and still make it home in time to study for his chemistry class, Virgil's greatest discovery becomes the real ""charge"" he gets in helping people and making a positive difference in his community - Dakota City."
881,The New Batman Adventures,1997.0,8.0,https://www.tvmaze.com/shows/5951/the-new-batman-adventures,https://static.tvmaze.com/uploads/images/original_untouched/23/58624.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,"Kevin Conroy, Tara Strong, Eli Marienthal, Mathew Valencia, Efrem Zimbalist, Jr.","The New Batman Adventures comes from the creators of Batman and Superman. This series was created because Fox had not lived up to the contract that they had given Batman, so the WB decided to give the show another chance. Bruce Timm then went back and decided to re-design all of the characters from Batman and ended up revamping the series all-together."
882,Chris Brackett's Fear No Evil,2011.0,7.169693654266958,https://www.tvmaze.com/shows/5956/chris-bracketts-fear-no-evil,https://static.tvmaze.com/uploads/images/original_untouched/23/58641.jpg,"Action&Adventure,Action,Nature",Unknown,Chris Brackett ,"Chris Brackett's Fear No Evil presented by Mossy Oak is a darker, more serious look at what makes a hunter tick—it's about pushing one's self to the breaking point and then looking back on the experience and learning from it. Host Chris Brackett, known for his high energy and intensity, takes you on hunting adventures around the world – from your backyard to locations a million miles away. Chris brings you heart-stopping animal encounters, epic kill shots and breathtaking cinematography that is second to none. With several Golden Moose nominations and awards won, Brackett and Chris Brackett's Fear No Evil presented by Mossy Oak are looked at to push the limits and set the bar for outdoor television."
883,Winchester World of Whitetail,2013.0,7.169693654266958,https://www.tvmaze.com/shows/5959/winchester-world-of-whitetail,https://static.tvmaze.com/uploads/images/original_untouched/118/296409.jpg,"Action&Adventure,Action,Nature",Unknown,Ron Spomer,"The Winchester World of Whitetail is a hard-core whitetail hunting series with a behind-the-scenes reality look into the life of series host, Ron Spomer. Hailing from a small-town family farming background in South Dakota, Spomer began hunting small game and exploring the natural world as a child. A true self-taught-do-it-yourself hunter, birder, and wildlife photographer, Ron's background enables him to reveal many of the secrets to successful whitetail deer hunting and species biology behind America's favorite big game animal. World of Whitetail vigorously follows Ron as he preps for hunts and gets the inside scoop on his rituals, strategies and tactics that has allowed him continuous success harvesting older, mature bucks."
884,The Gentle Touch,1980.0,7.169693654266958,https://www.tvmaze.com/shows/5981/the-gentle-touch,https://static.tvmaze.com/uploads/images/original_untouched/23/58737.jpg,"Crime,Drama,Action",Unknown,"Jill Gascoine, William Marlowe","The trials and tribulations of Maggie Forbes, a widowed single mother and a Detective Inspector with the London police force."
885,Lab Rats: Elite Force,2016.0,7.2,https://www.tvmaze.com/shows/6025/lab-rats-elite-force,https://static.tvmaze.com/uploads/images/original_untouched/43/108249.jpg,"Comedy,Science-Fiction,Action",Unknown,"Billy Unger, Kelli Berglund, Bradley Steven Perry, Jake Short, Paris Berelc","Lab Rats: Elite Force is set in a bustling metropolis after the Mighty Med hospital is destroyed by a band of unknown super-villains. After Adam and Leo volunteer to oversee the students at Davenport's Bionic Academy, Kaz, Oliver and Skylar join forces with Chase and Bree to form a powerful elite force that combines bionic heroes and superheroes. Together, they vow to track down the villains and keep the world safe."
